src_ip,dst_ip,src_port,dst_port,protocol,duration_s,pkt_count,byte_count,pkt_per_sec,byte_per_sec,pkt_len_mean,pkt_len_std,pkt_len_min,pkt_len_max,iat_mean,iat_std,iat_min,iat_max,syn_count,ack_count,rst_count,fin_count,psh_count,urg_count,syn_ratio,rst_ratio,ttl_mean,ttl_std,win_mean,only_syn,syn_no_ack,has_rst,label
172.30.0.100,172.30.0.12,8080,60568,6,0.00023,8,746,34771.4321,3242436.0456,93.25,66.1358,66,268,3.3e-05,3.1e-05,7e-06,9.5e-05,2,7,0,2,1,0,0.25,0.0,64.0,0.0,16553.0,0,0,0,benign
172.30.0.100,172.30.0.11,8080,46752,6,0.000242,8,746,33026.0157,3079675.9685,93.25,66.1358,66,268,3.5e-05,3.8e-05,6e-06,0.00012,2,7,0,2,1,0,0.25,0.0,64.0,0.0,16553.0,0,0,0,benign
172.30.0.100,172.30.0.13,8080,47748,6,0.000288,8,746,27776.8477,2590191.0464,93.25,66.1358,66,268,4.1e-05,3.5e-05,9e-06,0.000105,2,7,0,2,1,0,0.25,0.0,64.0,0.0,16553.0,0,0,0,benign
172.30.0.100,172.30.0.11,8080,59790,6,0.000264,8,744,30283.7834,2816391.8556,93.0,65.4752,66,266,3.8e-05,3.2e-05,7e-06,9.7e-05,2,7,0,2,1,0,0.25,0.0,64.0,0.0,16553.0,0,0,0,benign
172.30.0.100,172.30.0.12,8080,60576,6,0.000256,8,746,31271.6048,2916077.1519,93.25,66.1358,66,268,3.7e-05,3.5e-05,7e-06,0.000109,2,7,0,2,1,0,0.25,0.0,64.0,0.0,16553.0,0,0,0,benign
172.30.0.100,172.30.0.13,8080,47764,6,0.000247,8,746,32388.4479,3020222.7645,93.25,66.1358,66,268,3.5e-05,3.1e-05,7e-06,9.8e-05,2,7,0,2,1,0,0.25,0.0,64.0,0.0,16553.0,0,0,0,benign
172.30.0.100,172.30.0.11,8080,59802,6,0.000272,8,746,29407.9159,2742288.1543,93.25,66.1358,66,268,3.9e-05,3.8e-05,7e-06,0.000121,2,7,0,2,1,0,0.25,0.0,64.0,0.0,16553.0,0,0,0,benign
172.30.0.100,172.30.0.13,8080,39190,6,0.000266,8,745,30066.6953,2799961.0036,93.125,65.8055,66,267,3.8e-05,3.6e-05,7e-06,0.000114,2,7,0,2,1,0,0.25,0.0,64.0,0.0,16553.0,0,0,0,benign
172.30.0.100,172.30.0.12,8080,42864,6,0.000251,8,746,31865.5575,2971463.2327,93.25,66.1358,66,268,3.6e-05,3.2e-05,7e-06,9.7e-05,2,7,0,2,1,0,0.25,0.0,64.0,0.0,16553.0,0,0,0,benign
172.30.0.100,172.30.0.11,8080,50166,6,0.000179,8,745,44679.6698,4160794.2477,93.125,65.8055,66,267,2.6e-05,2e-05,7e-06,6.7e-05,2,7,0,2,1,0,0.25,0.0,64.0,0.0,16553.0,0,0,0,benign
172.30.0.100,172.30.0.13,8080,39204,6,0.000164,8,746,48770.9767,4547893.5814,93.25,66.1358,66,268,2.3e-05,2.1e-05,7e-06,7.2e-05,2,7,0,2,1,0,0.25,0.0,64.0,0.0,16553.0,0,0,0,benign
172.30.0.100,172.30.0.12,8080,42878,6,0.000173,8,746,46281.9752,4315794.1848,93.25,66.1358,66,268,2.5e-05,1.9e-05,7e-06,6.4e-05,2,7,0,2,1,0,0.25,0.0,64.0,0.0,16553.0,0,0,0,benign
172.30.0.100,172.30.0.11,8080,50172,6,0.000173,8,746,46218.2259,4309849.5647,93.25,66.1358,66,268,2.5e-05,1.7e-05,7e-06,6e-05,2,7,0,2,1,0,0.25,0.0,64.0,0.0,16553.0,0,0,0,benign
172.30.0.100,172.30.0.13,8080,50488,6,0.00017,8,744,47060.9144,4376665.0435,93.0,65.4752,66,266,2.4e-05,1.8e-05,7e-06,6.1e-05,2,7,0,2,1,0,0.25,0.0,64.0,0.0,16553.0,0,0,0,benign
172.30.0.100,172.30.0.12,8080,43622,6,0.000153,8,745,52265.4704,4867221.9315,93.125,65.8055,66,267,2.2e-05,1.8e-05,6e-06,6.4e-05,2,7,0,2,1,0,0.25,0.0,64.0,0.0,16553.0,0,0,0,benign
172.30.0.100,172.30.0.11,8080,45290,6,0.000169,8,746,47326.4203,4413188.6939,93.25,66.1358,66,268,2.4e-05,1.8e-05,6e-06,6.2e-05,2,7,0,2,1,0,0.25,0.0,64.0,0.0,16553.0,0,0,0,benign
172.30.0.100,172.30.0.13,8080,50496,6,0.000139,8,746,57554.7719,5366982.4768,93.25,66.1358,66,268,2e-05,1.6e-05,6e-06,5.7e-05,2,7,0,2,1,0,0.25,0.0,64.0,0.0,16553.0,0,0,0,benign
172.30.0.100,172.30.0.12,8080,43624,6,0.000169,8,746,47326.4203,4413188.6939,93.25,66.1358,66,268,2.4e-05,1.8e-05,7e-06,6.3e-05,2,7,0,2,1,0,0.25,0.0,64.0,0.0,16553.0,0,0,0,benign
172.30.0.100,172.30.0.11,8080,45294,6,0.000161,8,746,49710.2696,4635482.643,93.25,66.1358,66,268,2.3e-05,1.8e-05,7e-06,6.3e-05,2,7,0,2,1,0,0.25,0.0,64.0,0.0,16553.0,0,0,0,benign
172.30.0.100,172.30.0.13,8080,50498,6,0.000204,8,746,39199.1028,3655316.3364,93.25,66.1358,66,268,2.9e-05,2.3e-05,7e-06,6.7e-05,2,7,0,2,1,0,0.25,0.0,64.0,0.0,16553.0,0,0,0,benign
172.30.0.100,172.30.0.12,8080,59346,6,0.000177,8,746,45221.6065,4216914.8032,93.25,66.1358,66,268,2.5e-05,2.4e-05,8e-06,8.2e-05,2,7,0,2,1,0,0.25,0.0,64.0,0.0,16553.0,0,0,0,benign
172.30.0.100,172.30.0.11,8080,43092,6,0.00018,8,746,44442.9563,4144305.6742,93.25,66.1358,66,268,2.6e-05,1.9e-05,7e-06,6.5e-05,2,7,0,2,1,0,0.25,0.0,64.0,0.0,16553.0,0,0,0,benign
172.30.0.100,172.30.0.13,8080,34068,6,0.000154,8,746,51941.8452,4843577.065,93.25,66.1358,66,268,2.2e-05,1.6e-05,7e-06,5.7e-05,2,7,0,2,1,0,0.25,0.0,64.0,0.0,16553.0,0,0,0,benign
172.30.0.100,172.30.0.12,8080,59348,6,0.000182,8,745,43919.4136,4089995.3927,93.125,65.8055,66,267,2.6e-05,1.9e-05,6e-06,6.6e-05,2,7,0,2,1,0,0.25,0.0,64.0,0.0,16553.0,0,0,0,benign
172.30.0.100,172.30.0.13,8080,34076,6,0.000163,8,746,49056.1871,4574489.4503,93.25,66.1358,66,268,2.3e-05,1.7e-05,7e-06,6.1e-05,2,7,0,2,1,0,0.25,0.0,64.0,0.0,16553.0,0,0,0,benign
172.30.0.100,172.30.0.11,8080,43096,6,0.000171,8,746,46798.371,4363948.0948,93.25,66.1358,66,268,2.4e-05,1.8e-05,7e-06,6.2e-05,2,7,0,2,1,0,0.25,0.0,64.0,0.0,16553.0,0,0,0,benign
172.30.0.100,172.30.0.12,8080,54622,6,0.000172,8,746,46474.2825,4333726.8476,93.25,66.1358,66,268,2.5e-05,1.8e-05,7e-06,6.5e-05,2,7,0,2,1,0,0.25,0.0,64.0,0.0,16553.0,0,0,0,benign
172.30.0.100,172.30.0.13,8080,40706,6,0.000189,8,746,42366.7071,3950695.4343,93.25,66.1358,66,268,2.7e-05,2e-05,8e-06,6.2e-05,2,7,0,2,1,0,0.25,0.0,64.0,0.0,16553.0,0,0,0,benign
172.30.0.100,172.30.0.11,8080,38984,6,0.000148,8,746,54120.0516,5046694.8129,93.25,66.1358,66,268,2.1e-05,2e-05,8e-06,7e-05,2,7,0,2,1,0,0.25,0.0,64.0,0.0,16553.0,0,0,0,benign
172.30.0.100,172.30.0.12,8080,54632,6,0.000172,8,745,46538.7406,4333920.2219,93.125,65.8055,66,267,2.5e-05,1.9e-05,6e-06,6.5e-05,2,7,0,2,1,0,0.25,0.0,64.0,0.0,16553.0,0,0,0,benign
172.30.0.100,172.30.0.11,8080,38996,6,966.687195,16,1490,0.0166,1.5413,93.125,65.8055,66,267,64.445813,241.134037,6e-06,966.686763,4,14,0,4,2,0,0.25,0.0,64.0,0.0,16553.0,0,0,0,benign
172.30.0.100,172.30.0.13,8080,40714,6,0.000178,8,746,44918.9183,4188689.1352,93.25,66.1358,66,268,2.5e-05,1.9e-05,7e-06,6.5e-05,2,7,0,2,1,0,0.25,0.0,64.0,0.0,16553.0,0,0,0,benign
172.30.0.100,172.30.0.12,8080,38846,6,0.00023,8,746,34807.5021,3245799.5685,93.25,66.1358,66,268,3.3e-05,2.8e-05,1.4e-05,9.9e-05,2,7,0,2,1,0,0.25,0.0,64.0,0.0,16553.0,0,0,0,benign
172.30.0.100,172.30.0.11,8080,53874,6,0.000126,8,745,63550.0606,5918099.3939,93.125,65.8055,66,267,1.8e-05,1.5e-05,6e-06,5.4e-05,2,7,0,2,1,0,0.25,0.0,64.0,0.0,16553.0,0,0,0,benign
172.30.0.100,172.30.0.13,8080,49078,6,0.000131,8,746,61008.0582,5689001.4255,93.25,66.1358,66,268,1.9e-05,1.5e-05,6e-06,5.3e-05,2,7,0,2,1,0,0.25,0.0,64.0,0.0,16553.0,0,0,0,benign
172.30.0.100,172.30.0.12,8080,38848,6,0.000194,8,746,41221.6609,3843919.8821,93.25,66.1358,66,268,2.8e-05,2.3e-05,9e-06,8.3e-05,2,7,0,2,1,0,0.25,0.0,64.0,0.0,16553.0,0,0,0,benign
172.30.0.100,172.30.0.11,8080,53878,6,0.000137,8,746,58457.1986,5451133.77,93.25,66.1358,66,268,2e-05,2e-05,8e-06,6.8e-05,2,7,0,2,1,0,0.25,0.0,64.0,0.0,16553.0,0,0,0,benign
172.30.0.100,172.30.0.13,8080,49092,6,0.000177,8,746,45221.6065,4216914.8032,93.25,66.1358,66,268,2.5e-05,1.8e-05,7e-06,5.9e-05,2,7,0,2,1,0,0.25,0.0,64.0,0.0,16553.0,0,0,0,benign
172.30.0.100,172.30.0.12,8080,51852,6,0.000224,8,746,35696.2043,3328671.0468,93.25,66.1358,66,268,3.2e-05,2.3e-05,9e-06,8.1e-05,2,7,0,2,1,0,0.25,0.0,64.0,0.0,16553.0,0,0,0,benign
172.30.0.100,172.30.0.11,8080,46092,6,0.000151,8,745,53008.5814,4936424.139,93.125,65.8055,66,267,2.2e-05,2e-05,9e-06,7.1e-05,2,7,0,2,1,0,0.25,0.0,64.0,0.0,16553.0,0,0,0,benign
172.30.0.100,172.30.0.13,8080,45616,6,0.000132,8,746,60567.5668,5647925.6029,93.25,66.1358,66,268,1.9e-05,1.5e-05,7e-06,5.4e-05,2,7,0,2,1,0,0.25,0.0,64.0,0.0,16553.0,0,0,0,benign
172.30.0.100,172.30.0.12,8080,51858,6,0.000285,8,744,28079.0226,2611349.1013,93.0,65.4752,66,266,4.1e-05,3.2e-05,9e-06,9.2e-05,2,7,0,2,1,0,0.25,0.0,64.0,0.0,16553.0,0,0,0,benign
172.30.0.100,172.30.0.11,8080,46100,6,0.000133,8,746,60133.3907,5607438.681,93.25,66.1358,66,268,1.9e-05,1.8e-05,9e-06,6.3e-05,2,7,0,2,1,0,0.25,0.0,64.0,0.0,16553.0,0,0,0,benign
172.30.0.100,172.30.0.13,8080,45620,6,0.000176,8,746,45405.1854,4234033.5372,93.25,66.1358,66,268,2.5e-05,1.8e-05,7e-06,6.2e-05,2,7,0,2,1,0,0.25,0.0,64.0,0.0,16553.0,0,0,0,benign
172.30.0.100,172.30.0.12,8080,37608,6,0.000225,8,746,35544.9492,3314566.5085,93.25,66.1358,66,268,3.2e-05,2.4e-05,9e-06,8.4e-05,2,7,0,2,1,0,0.25,0.0,64.0,0.0,16553.0,0,0,0,benign
172.30.0.100,172.30.0.11,8080,52960,6,0.000138,8,746,58052.6505,5413409.6609,93.25,66.1358,66,268,2e-05,1.6e-05,9e-06,5.7e-05,2,7,0,2,1,0,0.25,0.0,64.0,0.0,16553.0,0,0,0,benign
172.30.0.100,172.30.0.13,8080,35796,6,0.000132,8,746,60677.0922,5658138.8499,93.25,66.1358,66,268,1.9e-05,1.6e-05,6e-06,5.8e-05,2,7,0,2,1,0,0.25,0.0,64.0,0.0,16553.0,0,0,0,benign
172.30.0.100,172.30.0.12,8080,37624,6,0.000227,8,746,35246.2521,3286713.0084,93.25,66.1358,66,268,3.2e-05,2.4e-05,9e-06,8.5e-05,2,7,0,2,1,0,0.25,0.0,64.0,0.0,16553.0,0,0,0,benign
172.30.0.100,172.30.0.11,8080,52968,6,0.000226,8,746,35394.9705,3300580.9958,93.25,66.1358,66,268,3.2e-05,2.3e-05,9e-06,8.3e-05,2,7,0,2,1,0,0.25,0.0,64.0,0.0,16553.0,0,0,0,benign
172.30.0.100,172.30.0.13,8080,35800,6,0.000172,8,746,46538.7406,4339737.5645,93.25,66.1358,66,268,2.5e-05,1.8e-05,7e-06,6e-05,2,7,0,2,1,0,0.25,0.0,64.0,0.0,16553.0,0,0,0,benign
172.30.0.100,172.30.0.12,8080,43450,6,0.000206,8,745,38836.1481,3616616.2963,93.125,65.8055,66,267,2.9e-05,2.2e-05,8e-06,8e-05,2,7,0,2,1,0,0.25,0.0,64.0,0.0,16553.0,0,0,0,benign
172.30.0.100,172.30.0.11,8080,51042,6,0.000223,8,746,35887.093,3346471.4267,93.25,66.1358,66,268,3.2e-05,2.3e-05,8e-06,8.1e-05,2,7,0,2,1,0,0.25,0.0,64.0,0.0,16553.0,0,0,0,benign
172.30.0.100,172.30.0.13,8080,34558,6,0.000183,8,746,43690.6667,4074154.6667,93.25,66.1358,66,268,2.6e-05,2e-05,7e-06,6.1e-05,2,7,0,2,1,0,0.25,0.0,64.0,0.0,16553.0,0,0,0,benign
172.30.0.100,172.30.0.12,8080,43458,6,4716.044754,16,1491,0.0034,0.3162,93.1875,65.9708,66,268,314.402984,1176.388151,6e-06,4716.0444,4,14,0,4,2,0,0.25,0.0,64.0,0.0,16553.0,0,0,0,benign
172.30.0.100,172.30.0.11,8080,51058,6,0.000185,8,746,43240.2474,4032153.0722,93.25,66.1358,66,268,2.6e-05,2.3e-05,7e-06,8e-05,2,7,0,2,1,0,0.25,0.0,64.0,0.0,16553.0,0,0,0,benign
172.30.0.100,172.30.0.13,8080,35776,6,0.000177,8,746,45160.7429,4211239.2786,93.25,66.1358,66,268,2.5e-05,1.8e-05,7e-06,6.1e-05,2,7,0,2,1,0,0.25,0.0,64.0,0.0,16553.0,0,0,0,benign
172.30.0.100,172.30.0.12,8080,55300,6,3089.246644,16,1491,0.0052,0.4826,93.1875,65.9708,66,268,205.949776,770.593392,8e-06,3089.246232,4,14,0,4,2,0,0.25,0.0,64.0,0.0,16553.0,0,0,0,benign
172.30.0.100,172.30.0.11,8080,53632,6,0.000187,9,812,48087.5618,4338566.6854,90.2222,62.9387,66,268,2.3e-05,2.3e-05,6e-06,8.1e-05,2,8,0,2,1,0,0.2222,0.0,64.0,0.0,14770.22,0,0,0,benign
172.30.0.100,172.30.0.13,8080,35784,6,0.000185,8,746,43240.2474,4032153.0722,93.25,66.1358,66,268,2.6e-05,1.9e-05,7e-06,6.9e-05,2,7,0,2,1,0,0.25,0.0,64.0,0.0,16553.0,0,0,0,benign
172.30.0.100,172.30.0.12,8080,55302,6,0.000207,8,745,38657.1797,3599949.8618,93.125,65.8055,66,267,3e-05,2.2e-05,9e-06,8.1e-05,2,7,0,2,1,0,0.25,0.0,64.0,0.0,16553.0,0,0,0,benign
172.30.0.100,172.30.0.11,8080,53646,6,2677.445857,17,1557,0.0063,0.5815,91.5882,64.32,66,268,167.340366,648.106353,1e-06,2677.445479,4,15,0,4,2,0,0.2353,0.0,64.0,0.0,15609.18,0,0,0,benign
172.30.0.100,172.30.0.12,8080,34162,6,1061.890142,16,1492,0.0151,1.405,93.25,66.1358,66,268,70.792676,264.881836,7e-06,1061.889753,4,14,0,4,2,0,0.25,0.0,64.0,0.0,16553.0,0,0,0,benign
172.30.0.100,172.30.0.13,8080,45850,6,0.00014,8,746,57162.5758,5330410.1942,93.25,66.1358,66,268,2e-05,1.8e-05,3e-06,5.9e-05,2,7,0,2,1,0,0.25,0.0,64.0,0.0,16553.0,0,0,0,benign
172.30.0.100,172.30.0.11,8080,58262,6,0.000229,8,746,34952.5333,3259323.7333,93.25,66.1358,66,268,3.3e-05,2.3e-05,9e-06,8.2e-05,2,7,0,2,1,0,0.25,0.0,64.0,0.0,16553.0,0,0,0,benign
172.30.0.100,172.30.0.12,8080,34168,6,1062.734294,16,1492,0.0151,1.4039,93.25,66.1358,66,268,70.848953,265.092408,8e-06,1062.733921,4,14,0,4,2,0,0.25,0.0,64.0,0.0,16553.0,0,0,0,benign
172.30.0.100,172.30.0.13,8080,45858,6,0.000162,8,746,49417.4256,4608174.9396,93.25,66.1358,66,268,2.3e-05,1.8e-05,6e-06,6.4e-05,2,7,0,2,1,0,0.25,0.0,64.0,0.0,16553.0,0,0,0,benign
172.30.0.100,172.30.0.11,8080,58270,6,0.000195,8,746,41020.088,3825123.2078,93.25,66.1358,66,268,2.8e-05,2.1e-05,8e-06,7.3e-05,2,7,0,2,1,0,0.25,0.0,64.0,0.0,16553.0,0,0,0,benign
172.30.0.100,172.30.0.12,8080,34174,6,0.000235,8,746,34030.8641,3173378.0771,93.25,66.1358,66,268,3.4e-05,2.7e-05,7e-06,9.3e-05,2,7,0,2,1,0,0.25,0.0,64.0,0.0,16553.0,0,0,0,benign
172.30.0.100,172.30.0.13,8080,43914,6,2383.01917,16,1492,0.0067,0.6261,93.25,66.1358,66,268,158.867945,594.429328,6e-06,2383.01883,4,14,0,4,2,0,0.25,0.0,64.0,0.0,16553.0,0,0,0,benign
172.30.0.100,172.30.0.11,8080,34682,6,0.000199,8,746,40184.9485,3747246.4479,93.25,66.1358,66,268,2.8e-05,2.5e-05,8e-06,8.9e-05,2,7,0,2,1,0,0.25,0.0,64.0,0.0,16553.0,0,0,0,benign
172.30.0.100,172.30.0.12,8080,44640,6,5832.785699,24,2237,0.0041,0.3835,93.2083,66.0259,66,268,253.599378,917.297193,5e-06,4298.688577,6,21,0,6,3,0,0.25,0.0,64.0,0.0,16553.0,0,0,0,benign
172.30.0.100,172.30.0.13,8080,43926,6,2383.33386,16,1491,0.0067,0.6256,93.1875,65.9708,66,268,158.888924,594.507825,7e-06,2383.333517,4,14,0,4,2,0,0.25,0.0,64.0,0.0,16553.0,0,0,0,benign
172.30.0.100,172.30.0.11,8080,34694,6,0.000126,8,746,63429.9282,5914840.8015,93.25,66.1358,66,268,1.8e-05,1.5e-05,8e-06,5.4e-05,2,7,0,2,1,0,0.25,0.0,64.0,0.0,16553.0,0,0,0,benign
172.30.0.100,172.30.0.12,8080,44648,6,5831.457574,16,1492,0.0027,0.2559,93.25,66.1358,66,268,388.763838,1454.620998,6e-06,5831.457242,4,14,0,4,2,0,0.25,0.0,64.0,0.0,16553.0,0,0,0,benign
172.30.0.100,172.30.0.11,8080,33752,6,1149.248075,16,1492,0.0139,1.2982,93.25,66.1358,66,268,76.616538,286.672756,6e-06,1149.247772,4,14,0,4,2,0,0.25,0.0,64.0,0.0,16553.0,0,0,0,benign
172.30.0.100,172.30.0.13,8080,49114,6,1162.706771,16,1492,0.0138,1.2832,93.25,66.1358,66,268,77.513785,290.02994,8e-06,1162.706453,4,14,0,4,2,0,0.25,0.0,64.0,0.0,16553.0,0,0,0,benign
172.30.0.100,172.30.0.12,8080,51272,6,0.000124,8,746,64527.7538,6017213.0462,93.25,66.1358,66,268,1.8e-05,1.6e-05,6e-06,5.7e-05,2,7,0,2,1,0,0.25,0.0,64.0,0.0,16553.0,0,0,0,benign
172.30.0.100,172.30.0.13,8080,49120,6,0.000162,8,746,49417.4256,4608174.9396,93.25,66.1358,66,268,2.3e-05,1.8e-05,6e-06,6e-05,2,7,0,2,1,0,0.25,0.0,64.0,0.0,16553.0,0,0,0,benign
172.30.0.100,172.30.0.11,8080,33758,6,0.000124,8,746,64527.7538,6017213.0462,93.25,66.1358,66,268,1.8e-05,1.5e-05,9e-06,5.4e-05,2,7,0,2,1,0,0.25,0.0,64.0,0.0,16553.0,0,0,0,benign
172.30.0.100,172.30.0.12,8080,51282,6,0.000119,8,745,67243.3507,6262037.0341,93.125,65.8055,66,267,1.7e-05,1.5e-05,8e-06,5.2e-05,2,7,0,2,1,0,0.25,0.0,64.0,0.0,16553.0,0,0,0,benign
172.30.0.100,172.30.0.11,8080,54710,6,0.000171,8,745,46733.1922,4352028.5237,93.125,65.8055,66,267,2.4e-05,1.7e-05,6e-06,5.8e-05,2,7,0,2,1,0,0.25,0.0,64.0,0.0,16553.0,0,0,0,benign
172.30.0.100,172.30.0.13,8080,36158,6,0.000136,8,746,58867.4246,5489387.3404,93.25,66.1358,66,268,1.9e-05,1.6e-05,6e-06,5.5e-05,2,7,0,2,1,0,0.25,0.0,64.0,0.0,16553.0,0,0,0,benign
172.30.0.100,172.30.0.12,8080,38640,6,0.000119,8,746,67243.3507,6270442.4529,93.25,66.1358,66,268,1.7e-05,1.6e-05,6e-06,5.5e-05,2,7,0,2,1,0,0.25,0.0,64.0,0.0,16553.0,0,0,0,benign
172.30.0.100,172.30.0.12,8080,38654,6,0.000167,8,745,47866.5221,4457569.8716,93.125,65.8055,66,267,2.4e-05,1.9e-05,6e-06,6.1e-05,2,7,0,2,1,0,0.25,0.0,64.0,0.0,16553.0,0,0,0,benign
172.30.0.100,172.30.0.11,8080,54718,6,0.000122,8,746,65536.0,6111232.0,93.25,66.1358,66,268,1.7e-05,1.4e-05,5e-06,5.1e-05,2,7,0,2,1,0,0.25,0.0,64.0,0.0,16553.0,0,0,0,benign
172.30.0.100,172.30.0.13,8080,36160,6,0.00017,8,746,47060.9144,4388430.2721,93.25,66.1358,66,268,2.4e-05,2.1e-05,5e-06,6.2e-05,2,7,0,2,1,0,0.25,0.0,64.0,0.0,16553.0,0,0,0,benign
172.30.0.100,172.30.0.12,8080,36576,6,0.000163,8,746,49128.0117,4581187.0922,93.25,66.1358,66,268,2.3e-05,1.9e-05,6e-06,6.5e-05,2,7,0,2,1,0,0.25,0.0,64.0,0.0,16553.0,0,0,0,benign
172.30.0.100,172.30.0.11,8080,37460,6,0.000164,8,746,48770.9767,4547893.5814,93.25,66.1358,66,268,2.3e-05,1.8e-05,6e-06,6.1e-05,2,7,0,2,1,0,0.25,0.0,64.0,0.0,16553.0,0,0,0,benign
172.30.0.100,172.30.0.13,8080,46314,6,0.000152,8,746,52593.1536,4904311.5737,93.25,66.1358,66,268,2.2e-05,1.7e-05,6e-06,5.9e-05,2,7,0,2,1,0,0.25,0.0,64.0,0.0,16553.0,0,0,0,benign
172.30.0.100,172.30.0.12,8080,36584,6,0.000172,8,746,46538.7406,4339737.5645,93.25,66.1358,66,268,2.5e-05,1.9e-05,7e-06,6.4e-05,2,7,0,2,1,0,0.25,0.0,64.0,0.0,16553.0,0,0,0,benign
172.30.0.100,172.30.0.11,8080,37462,6,0.000173,8,746,46218.2259,4309849.5647,93.25,66.1358,66,268,2.5e-05,1.8e-05,6e-06,6.1e-05,2,7,0,2,1,0,0.25,0.0,64.0,0.0,16553.0,0,0,0,benign
172.30.0.100,172.30.0.13,8080,46326,6,0.000142,8,746,56299.3826,5249917.4228,93.25,66.1358,66,268,2e-05,1.6e-05,6e-06,5.6e-05,2,7,0,2,1,0,0.25,0.0,64.0,0.0,16553.0,0,0,0,benign
172.30.0.100,172.30.0.12,8080,48376,6,5109.977806,16,1490,0.0031,0.2916,93.125,65.8055,66,267,340.665187,1274.65233,6e-06,5109.977493,4,14,0,4,2,0,0.25,0.0,64.0,0.0,16553.0,0,0,0,benign
172.30.0.100,172.30.0.11,8080,54884,6,0.000161,8,746,49710.2696,4635482.643,93.25,66.1358,66,268,2.3e-05,1.8e-05,6e-06,5.9e-05,2,7,0,2,1,0,0.25,0.0,64.0,0.0,16553.0,0,0,0,benign
172.30.0.100,172.30.0.13,8080,39026,6,0.000176,8,746,45466.71,4239770.71,93.25,66.1358,66,268,2.5e-05,2.1e-05,6e-06,6.7e-05,2,7,0,2,1,0,0.25,0.0,64.0,0.0,16553.0,0,0,0,benign
172.30.0.100,172.30.0.12,8080,48382,6,5109.694435,16,1492,0.0031,0.292,93.25,66.1358,66,268,340.646296,1274.581634,6e-06,5109.694083,4,14,0,4,2,0,0.25,0.0,64.0,0.0,16553.0,0,0,0,benign
172.30.0.100,172.30.0.11,8080,54892,6,0.000144,8,746,55553.6954,5180382.0927,93.25,66.1358,66,268,2.1e-05,1.6e-05,6e-06,5.8e-05,2,7,0,2,1,0,0.25,0.0,64.0,0.0,16553.0,0,0,0,benign
172.30.0.100,172.30.0.13,8080,39036,6,0.000157,8,746,50994.5775,4755244.3526,93.25,66.1358,66,268,2.2e-05,1.7e-05,6e-06,5.9e-05,2,7,0,2,1,0,0.25,0.0,64.0,0.0,16553.0,0,0,0,benign
172.30.0.100,172.30.0.12,8080,47842,6,0.000161,8,746,49710.2696,4635482.643,93.25,66.1358,66,268,2.3e-05,1.9e-05,6e-06,6.2e-05,2,7,0,2,1,0,0.25,0.0,64.0,0.0,16553.0,0,0,0,benign
172.30.0.100,172.30.0.11,8080,48182,6,0.00014,8,746,57162.5758,5330410.1942,93.25,66.1358,66,268,2e-05,1.6e-05,5e-06,5.7e-05,2,7,0,2,1,0,0.25,0.0,64.0,0.0,16553.0,0,0,0,benign
172.30.0.100,172.30.0.13,8080,57056,6,0.000168,8,746,47594.939,4438228.0624,93.25,66.1358,66,268,2.4e-05,1.8e-05,6e-06,5.8e-05,2,7,0,2,1,0,0.25,0.0,64.0,0.0,16553.0,0,0,0,benign
172.30.0.100,172.30.0.12,8080,47854,6,0.000169,8,745,47326.4203,4407272.8914,93.125,65.8055,66,267,2.4e-05,1.9e-05,6e-06,6.3e-05,2,7,0,2,1,0,0.25,0.0,64.0,0.0,16553.0,0,0,0,benign
172.30.0.100,172.30.0.11,8080,48184,6,0.000108,8,746,74071.5938,6907176.1236,93.25,66.1358,66,268,1.5e-05,1.3e-05,7e-06,4.7e-05,2,7,0,2,1,0,0.25,0.0,64.0,0.0,16553.0,0,0,0,benign
172.30.0.100,172.30.0.13,8080,57062,6,0.000162,8,746,49344.7529,4601398.2118,93.25,66.1358,66,268,2.3e-05,1.7e-05,7e-06,5.7e-05,2,7,0,2,1,0,0.25,0.0,64.0,0.0,16553.0,0,0,0,benign
172.30.0.100,172.30.0.11,8080,47234,6,0.000181,8,746,44208.7378,4122464.8011,93.25,66.1358,66,268,2.6e-05,1.8e-05,7e-06,6.2e-05,2,7,0,2,1,0,0.25,0.0,64.0,0.0,16553.0,0,0,0,benign
172.30.0.11,172.30.0.200,8080,64477,6,2.4e-05,2,112,83886.08,4697620.48,56.0,2.0,54,58,2.4e-05,0.0,2.4e-05,2.4e-05,1,1,1,0,0,0,0.5,0.5,58.5,5.5,512.0,0,0,1,benign
172.30.0.11,172.30.0.200,21,64477,6,7e-06,2,112,289262.3448,16198691.3103,56.0,2.0,54,58,7e-06,0.0,7e-06,7e-06,1,1,1,0,0,0,0.5,0.5,57.5,6.5,512.0,0,0,1,benign
172.30.0.11,172.30.0.200,25,64477,6,5e-06,2,112,399457.5238,22369621.3333,56.0,2.0,54,58,5e-06,0.0,5e-06,5e-06,1,1,1,0,0,0,0.5,0.5,61.0,3.0,512.0,0,0,1,benign
172.30.0.11,172.30.0.200,23,64477,6,5e-06,2,112,399457.5238,22369621.3333,56.0,2.0,54,58,5e-06,0.0,5e-06,5e-06,1,1,1,0,0,0,0.5,0.5,58.5,5.5,512.0,0,0,1,benign
172.30.0.11,172.30.0.200,443,64477,6,5e-06,2,112,399457.5238,22369621.3333,56.0,2.0,54,58,5e-06,0.0,5e-06,5e-06,1,1,1,0,0,0,0.5,0.5,57.5,6.5,512.0,0,0,1,benign
